The following table was created as response to the SQL query													
"SELECT sbs_sbsname ""SBS name"", m_methodname ""general method"", lfm_name ""leaf specific method"", ldc_singlevalue ""single value [mg/g]"", ldc_n ""sample size"", ldc_valid ""valid"", ref_refname ""reference"", sbs_sbsnumber ""SBS number"", pslv_name ""plant stage"", lflv_name ""leaf state"", ldc_mean ""mean LMDC [mg/g]"", ldc_maximum ""maximum LDMC [mg/g]"", ldc_minimum ""minimum LDMC [mg/g]"", ldc_replicates ""number of replicates"", ldc_stddev ""standard deviation"", ldc_stderror ""standard error"", ldc_balanceerror ""balance error [mg]"", ldc_collectiondate ""collection date"", ldc_comment ""general comment"", or_origrefname ""original reference"", eun_habcodeandname ""EUNIS habitat code and name"", geo_countryname ""country"", geo_utmzone ""UTM zone"", geo_utmeasting ""UTM easting"", geo_comment ""georeference comment"", geo_utmnorthing ""UTM northing"" FROM (SELECT case when ldc_median is not null then ldc_median when ldc_mean is not null then ldc_mean when ldc_minimum is not null and ldc_maximum is not null then (ldc_minimum + ldc_maximum) / 2 when ldc_minimum is not null then ldc_minimum when ldc_maximum is not null then ldc_maximum else null end AS ldc_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, lfm_name, ldc_mean, ldc_minimum, ldc_maximum, ldc_n, ldc_valid, ref_refname, pslv_name, lflv_name, ldc_replicates, ldc_stddev, ldc_stderror, ldc_balanceerror, ldc_collectiondate, ldc_comment, or_origrefname, eun_habcodeandname, geo_countryname, geo_utmzone, geo_utmeasting, geo_comment, geo_utmnorthing, ldc_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ldmc.m_methodname, m_ldmc.lfm_name, m_ldmc.ldc_median, m_ldmc.ldc_mean, m_ldmc.ldc_minimum, m_ldmc.ldc_maximum, m_ldmc.ldc_n, m_ldmc.ldc_valid, m_ldmc.ref_refname, m_ldmc.pslv_name, m_ldmc.lflv_name, m_ldmc.ldc_replicates, m_ldmc.ldc_stddev, m_ldmc.ldc_stderror, m_ldmc.ldc_balanceerror, m_ldmc.ldc_collectiondate, m_ldmc.ldc_comment, m_ldmc.or_origrefname, m_ldmc.eun_habcodeandname, m_ldmc.geo_countryname, m_ldmc.geo_utmzone, m_ldmc.geo_utmeasting, m_ldmc.geo_comment, m_ldmc.geo_utmnorthing, m_ldmc.ldc_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT ldmc_lfm.ldc_sbsnumber, m.m_methodname, ldmc_lfm.lfm_name, ldmc_lfm.ldc_median, ldmc_lfm.ldc_mean, ldmc_lfm.ldc_minimum, ldmc_lfm.ldc_maximum, ldmc_lfm.ldc_n, ldmc_lfm.ldc_valid, ldmc_lfm.ref_refname, ldmc_lfm.pslv_name, ldmc_lfm.lflv_name, ldmc_lfm.ldc_replicates, ldmc_lfm.ldc_stddev, ldmc_lfm.ldc_stderror, ldmc_lfm.ldc_balanceerror, ldmc_lfm.ldc_collectiondate, ldmc_lfm.ldc_comment, ldmc_lfm.or_origrefname, ldmc_lfm.eun_habcodeandname, ldmc_lfm.geo_countryname, ldmc_lfm.geo_utmzone, ldmc_lfm.geo_utmeasting, ldmc_lfm.geo_comment, ldmc_lfm.geo_utmnorthing FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT r_ldmc.ldc_sbsnumber, r_ldmc.ldc_methodid, lfm.lfm_name, r_ldmc.ldc_median, r_ldmc.ldc_mean, r_ldmc.ldc_minimum, r_ldmc.ldc_maximum, r_ldmc.ldc_n, r_ldmc.ldc_valid, r_ldmc.ref_refname, r_ldmc.pslv_name, r_ldmc.lflv_name, r_ldmc.ldc_replicates, r_ldmc.ldc_stddev, r_ldmc.ldc_stderror, r_ldmc.ldc_balanceerror, r_ldmc.ldc_collectiondate, r_ldmc.ldc_comment, r_ldmc.or_origrefname, r_ldmc.eun_habcodeandname, r_ldmc.geo_countryname, r_ldmc.geo_utmzone, r_ldmc.geo_utmeasting, r_ldmc.geo_comment, r_ldmc.geo_utmnorthing FROM (SELECT ldmc_pslv.ldc_sbsnumber, ldmc_pslv.ldc_methodid, ldmc_pslv.ldc_specificmethodid, ldmc_pslv.ldc_median, ldmc_pslv.ldc_mean, ldmc_pslv.ldc_minimum, ldmc_pslv.ldc_maximum, ldmc_pslv.ldc_n, ldmc_pslv.ldc_valid, r.ref_refname, ldmc_pslv.pslv_name, ldmc_pslv.lflv_name, ldmc_pslv.ldc_replicates, ldmc_pslv.ldc_stddev, ldmc_pslv.ldc_stderror, ldmc_pslv.ldc_balanceerror, ldmc_pslv.ldc_collectiondate, ldmc_pslv.ldc_comment, ldmc_pslv.or_origrefname, ldmc_pslv.eun_habcodeandname, ldmc_pslv.geo_countryname, ldmc_pslv.geo_utmzone, ldmc_pslv.geo_utmeasting, ldmc_pslv.geo_comment, ldmc_pslv.geo_utmnorthing FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ldmc_lflv.ldc_sbsnumber, ldmc_lflv.ldc_methodid, ldmc_lflv.ldc_specificmethodid, ldmc_lflv.ldc_median, ldmc_lflv.ldc_mean, ldmc_lflv.ldc_minimum, ldmc_lflv.ldc_maximum, ldmc_lflv.ldc_n, ldmc_lflv.ldc_valid, ldmc_lflv.ldc_referenceid, pslv.pslv_name, ldmc_lflv.lflv_name, ldmc_lflv.ldc_replicates, ldmc_lflv.ldc_stddev, ldmc_lflv.ldc_stderror, ldmc_lflv.ldc_balanceerror, ldmc_lflv.ldc_collectiondate, ldmc_lflv.ldc_comment, ldmc_lflv.or_origrefname, ldmc_lflv.eun_habcodeandname, ldmc_lflv.geo_countryname, ldmc_lflv.geo_utmzone, ldmc_lflv.geo_utmeasting, ldmc_lflv.geo_comment, ldmc_lflv.geo_utmnorthing FROM (SELECT ldmc_orf.ldc_sbsnumber, ldmc_orf.ldc_methodid, ldmc_orf.ldc_specificmethodid, ldmc_orf.ldc_median, ldmc_orf.ldc_mean, ldmc_orf.ldc_minimum, ldmc_orf.ldc_maximum, ldmc_orf.ldc_n, ldmc_orf.ldc_valid, ldmc_orf.ldc_referenceid, ldmc_orf.ldc_plantstageid, lflv.lflv_name, ldmc_orf.ldc_replicates, ldmc_orf.ldc_stddev, ldmc_orf.ldc_stderror, ldmc_orf.ldc_balanceerror, ldmc_orf.ldc_collectiondate, ldmc_orf.ldc_comment, ldmc_orf.or_origrefname, ldmc_orf.eun_habcodeandname, ldmc_orf.geo_countryname, ldmc_orf.geo_utmzone, ldmc_orf.geo_utmeasting, ldmc_orf.geo_comment, ldmc_orf.geo_utmnorthing FROM (SELECT ldmc_hab.ldc_sbsnumber, ldmc_hab.ldc_methodid, ldmc_hab.ldc_specificmethodid, ldmc_hab.ldc_median, ldmc_hab.ldc_mean, ldmc_hab.ldc_minimum, ldmc_hab.ldc_maximum, ldmc_hab.ldc_n, ldmc_hab.ldc_valid, ldmc_hab.ldc_referenceid, ldmc_hab.ldc_plantstageid, ldmc_hab.ldc_leafformid, ldmc_hab.ldc_replicates, ldmc_hab.ldc_stddev, ldmc_hab.ldc_stderror, ldmc_hab.ldc_balanceerror, ldmc_hab.ldc_collectiondate, ldmc_hab.ldc_comment, orf.or_origrefname, ldmc_hab.eun_habcodeandname, ldmc_hab.geo_countryname, ldmc_hab.geo_utmzone, ldmc_hab.geo_utmeasting, ldmc_hab.geo_comment, ldmc_hab.geo_utmnorthing FROM (SELECT ldmc_geo.ldc_sbsnumber, ldmc_geo.ldc_methodid, ldmc_geo.ldc_specificmethodid, ldmc_geo.ldc_median, ldmc_geo.ldc_mean, ldmc_geo.ldc_minimum, ldmc_geo.ldc_maximum, ldmc_geo.ldc_n, ldmc_geo.ldc_valid, ldmc_geo.ldc_referenceid, ldmc_geo.ldc_plantstageid, ldmc_geo.ldc_leafformid, ldmc_geo.ldc_replicates, ldmc_geo.ldc_stddev, ldmc_geo.ldc_stderror, ldmc_geo.ldc_balanceerror, ldmc_geo.ldc_collectiondate, ldmc_geo.ldc_comment, ldmc_geo.ldc_origreferenceid, hab_eun.eun_habcodeandname, ldmc_geo.geo_countryname, ldmc_geo.geo_utmzone, ldmc_geo.geo_utmeasting, ldmc_geo.geo_comment, ldmc_geo.geo_utmnorthing FROM (SELECT ldmc.ldc_sbsnumber, ldmc.ldc_methodid, ldmc.ldc_specificmethodid, ldmc.ldc_median, ldmc.ldc_mean, ldmc.ldc_minimum, ldmc.ldc_maximum, ldmc.ldc_n, ldmc.ldc_valid, ldmc.ldc_referenceid, ldmc.ldc_plantstageid, ldmc.ldc_leafformid, ldmc.ldc_replicates, ldmc.ldc_stddev, ldmc.ldc_stderror, ldmc.ldc_balanceerror, ldmc.ldc_collectiondate, ldmc.ldc_comment, ldmc.ldc_origreferenceid, ldmc.ldc_habitattypeid, geo.geo_countryname, geo.geo_utmzone, geo.geo_utmeasting, geo.geo_comment, geo.geo_utmnorthing FROM (SELECT sbsnumber AS ldc_sbsnumber, methodid AS ldc_methodid, leafspecificmethodid AS ldc_specificmethodid, median AS ldc_median, mean AS ldc_mean, minimum AS ldc_minimum, maximum AS ldc_maximum, n AS ldc_n, valid AS ldc_valid, referenceid AS ldc_referenceid, plantstageid AS ldc_plantstageid, leafformid AS ldc_leafformid, replicates AS ldc_replicates, stddeviation AS ldc_stddev, stderror AS ldc_stderror, balanceerror AS ldc_balanceerror, collectiondate AS ldc_collectiondate, p_comment AS ldc_comment, origreferenceid AS ldc_origreferenceid, habitattypeid AS ldc_habitattypeid, georefid AS ldc_georeferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid, plantstageid, leafspecificmethodid, balanceerror, leafdrymattercontentid FROM leafdrymattercontent natural join taxontosbsassignment WHERE valid IN (-2, 1))) ldmc FULL JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname, utm_zone AS geo_utmzone, utm_easting AS geo_utmeasting, georef_comment AS geo_comment, utm_northing AS geo_utmnorthing FROM (select * from georef_part)) geo ON ldmc.ldc_georeferenceid = geo.geo_georefid) ldmc_geo FULL JOIN (SELECT hab.hab_habitattypeid, eun.eun_habcodeandname FROM (SELECT habitattypeid AS hab_habitattypeid, eunishabitattypeid AS hab_eunisid FROM (select * from habtype_base)) hab FULL JOIN (SELECT eunishabitattypeid AS eun_habitattypeid, eunishabitattypecodeandname AS eun_habcodeandname FROM (SELECT eunishabitattypeid, eunishabitattypename, eunishabitattypecode, eunishabitattypecodeandname FROM eunishabitattype_lv)) eun ON hab.hab_eunisid = eun.eun_habitattypeid) hab_eun ON ldmc_geo.ldc_habitattypeid = hab_eun.hab_habitattypeid) ldmc_hab FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ldmc_hab.ldc_origreferenceid = orf.or_origrefid) ldmc_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON ldmc_orf.ldc_leafformid = lflv.lflv_id) ldmc_lflv FULL JOIN (SELECT plantstageid AS pslv_id, plantstagename AS pslv_name FROM (select plantstageid, plantstagename from plantstage_lv)) pslv ON ldmc_lflv.ldc_plantstageid = pslv.pslv_id) ldmc_pslv ON r.ref_referenceid = ldmc_pslv.ldc_referenceid) r_ldmc LEFT JOIN (SELECT leafspecificmethodid AS lfm_id, leafspecificmethodname AS lfm_name FROM (select leafspecificmethodid, leafspecificmethodname from leafspecificmethod_lv)) lfm ON r_ldmc.ldc_specificmethodid = lfm.lfm_id) ldmc_lfm ON m.m_methodid = ldmc_lfm.ldc_methodid) m_ldmc ON sbs.sbs_sbsnumber = m_ldmc.ldc_sbsnumber)) ORDER BY sbs_sbsname"													
on Tue Mar 25 17:06:17 CET 2008 .													
													
SBS name	general method	leaf specific method	single value [mg/g]	sample size	valid	reference	SBS number	plant stage	leaf state	mean LMDC [mg/g]	maximum LDMC [mg/g]	minimum LDMC [mg/g]	number of replicates
Abies alba	actual measurement (following LEDA data standards)	no leaf rehydration	319.3	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	697	adult	with petiole and rachis	331.93	428.89	254.34	2
Acer campestre	actual measurement	leaf rehydration	441	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	811	adult	without petiole and rachis	441			2
Acer campestre	actual measurement	leaf rehydration	280	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	811	adult	without petiole and rachis	280			1
Acer monspessulanum	field experiment	leaf rehydration	429	1	1	"Garnier, E.(2001): Consistency of species ranking based on functional leaf traits"	783	adult	without petiole and rachis	429			10
Acer monspessulanum	field experiment	leaf rehydration	428	1	1	"Garnier, E.(2001): Consistency of species ranking based on functional leaf traits"	783	adult	without petiole and rachis	428			10
Acer monspessulanum	field experiment	leaf rehydration	437	1	1	"Garnier, E.(2001): Consistency of species ranking based on functional leaf traits"	783	adult	without petiole and rachis	437			10
Acer monspessulanum	field experiment	leaf rehydration	421	1	1	"Garnier, E.(2001): Consistency of species ranking based on functional leaf traits"	783	adult	without petiole and rachis	421			10
Acer platanoides	actual measurement	leaf rehydration	270	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	801	adult	without petiole and rachis	270			5
Acer platanoides	actual measurement	leaf rehydration	278	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	801	adult	without petiole and rachis	278			5
Acer pseudoplatanus	actual measurement	leaf rehydration	275	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	803	adult	without petiole and rachis	275			5
Acer pseudoplatanus	actual measurement	leaf rehydration	247	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	803	adult	without petiole and rachis	247			5
Acer pseudoplatanus	actual measurement	leaf rehydration	260	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	803	adult	without petiole and rachis	260			5
Acer pseudoplatanus	actual measurement	leaf rehydration	268	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	803	adult	without petiole and rachis	268			5
Aceras anthropophorum	actual measurement (following LEDA data standards)	no leaf rehydration	82.8	3	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	39442	adult	with petiole and rachis	81.65	91.94	70.2	2
Aceras anthropophorum	actual measurement	leaf rehydration	66	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	39442	adult	without petiole and rachis	66			1
Achillea cartilaginea	actual measurement (following LEDA data standards)	no leaf rehydration	204.56	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	4689	adult	with petiole and rachis	203.6	232.79	167.61	2
Achillea collina	laboratory/greenhouse/garden experiment	no leaf rehydration	190.87	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	3512	adult	with petiole and rachis	186.29	220.24	159.29	2
Achillea macrophylla	laboratory/greenhouse/garden experiment	no leaf rehydration	248.1	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	4009	adult	with petiole and rachis	247.5	272.58	199.51	2
Achillea macrophylla	actual measurement (following LEDA data standards)	no leaf rehydration	209.44	3	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	4009	adult	with petiole and rachis	181.27	216.04	118.33	2
Achillea millefolium	actual measurement	leaf rehydration	196	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	3013	adult	without petiole and rachis	196			2
Achillea millefolium	actual measurement	leaf rehydration	175	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de"	3013	adult	without petiole and rachis	172.2	186.06	150.07	2
Achillea pannonica	actual measurement (following LEDA data standards)	no leaf rehydration	383.39	7	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	5321	adult	with petiole and rachis	382	487.76	299.47	1
Achillea pannonica	actual measurement (following LEDA data standards)	no leaf rehydration	284.58	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	5321	adult	with petiole and rachis	297.17	353.24	264.99	2
Achillea ptarmica	actual measurement	leaf rehydration	213	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	4799	adult	without petiole and rachis	213			2
Acinos arvensis	actual measurement (following LEDA data standards)	no leaf rehydration	227.64	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	24493	adult	with petiole and rachis	229.45	266.67	183.81	2
Acinos arvensis	actual measurement	leaf rehydration	244	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	24493	adult	without petiole and rachis	244			2
Acinos arvensis	actual measurement (following LEDA data standards)	no leaf rehydration	225.57	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	24493	adult	without petiole and rachis	229.8	270.44	186.21	2
Acinos arvensis	actual measurement	leaf rehydration	244	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	24493	adult	without petiole and rachis	244			2
Aconitum lycoctonum subsp. vulparia	actual measurement (following LEDA data standards)	no leaf rehydration	141.19	8	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	45330	adult	with petiole and rachis	131.38	161.26	94.64	2
Aconitum lycoctonum subsp. vulparia	actual measurement (following LEDA data standards)	no leaf rehydration	139.12	8	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	45330	adult	without petiole and rachis	137.42	166.55	108.84	2
Aconitum napellus	actual measurement (following LEDA data standards)	no leaf rehydration	173.51	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	27279	adult	with petiole and rachis	172.31	184.94	161.68	2
Aconitum napellus	actual measurement (following LEDA data standards)	no leaf rehydration	175.54	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	27279	adult	without petiole and rachis	174.43	187.93	164.12	2
Acorus calamus	actual measurement (following LEDA data standards)	no leaf rehydration	269.31	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de"	35825	adult	without petiole and rachis	273.75	316.76	250.12	2
Acorus calamus	actual measurement	leaf rehydration	224	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	35825	adult	without petiole and rachis	224			2
Actaea spicata	actual measurement (following LEDA data standards)	no leaf rehydration	246.13	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	27324	adult	with petiole and rachis	244.27	277.65	196.36	1
Actaea spicata	actual measurement (following LEDA data standards)	no leaf rehydration	250.53	10	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	27324	adult	without petiole and rachis	248.09	279.83	198.85	1
Adenostyles alliariae	actual measurement (following LEDA data standards)	no leaf rehydration	113.47	8	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	3188	adult	with petiole and rachis	115.37	144.87	90.21	2
Adenostyles alliariae	actual measurement (following LEDA data standards)	no leaf rehydration	120.96	8	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	3188	adult	without petiole and rachis	124.64	159.25	86.04	2
Adonis aestivalis	actual measurement (following LEDA data standards)	no leaf rehydration	120.2	1	-2	"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de"	27328	adult	with petiole and rachis	120.2	120.2	120.2	2
Adonis vernalis	actual measurement (following LEDA data standards)	no leaf rehydration	455.61	1	-2	"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl"	29095	adult	with petiole and rachis	455.61	455.61	455.61	1
Adonis vernalis	actual measurement (following LEDA data standards)	no leaf rehydration	260.07	10	-2	"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl"	29095	adult	with petiole and rachis	261.98	308.3	218.09	2
Adoxa moschatellina	actual measurement	leaf rehydration	146	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	2407	adult	without petiole and rachis	146			2
Adoxa moschatellina	actual measurement	leaf rehydration	135	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	2407	adult	without petiole and rachis	135			2
Adoxa moschatellina	actual measurement	leaf rehydration	129	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	2407	adult	without petiole and rachis	129			2
Aegilops geniculata	field experiment	leaf rehydration	254	1	1	"Garnier, E.(2001): Consistency of species ranking based on functional leaf traits"	41112	adult	without petiole and rachis	254			10
Aegilops geniculata	field experiment	leaf rehydration	263	1	1	"Garnier, E.(2001): Consistency of species ranking based on functional leaf traits"	41112	adult	without petiole and rachis	263			10
Aegilops geniculata	field experiment	leaf rehydration	265	1	1	"Garnier, E.(2001): Consistency of species ranking based on functional leaf traits"	41112	adult	without petiole and rachis	265			10
Aegopodium podagraria	actual measurement	leaf rehydration	280	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	2007	adult	without petiole and rachis	280			2
Aegopodium podagraria	actual measurement	leaf rehydration	164	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	2007	adult	without petiole and rachis	164			2
Aegopodium podagraria	actual measurement	leaf rehydration	246	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	2007	adult	without petiole and rachis	246			2
Aesculus hippocastanum	actual measurement	leaf rehydration	233	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	24982	adult	without petiole and rachis	233			5
Aesculus hippocastanum	actual measurement	leaf rehydration	270	3	1	"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk"	24982	adult	without petiole and rachis	270			5
